Edge 332 -> No: 0.0806667; One: 0.316667; Two:  0.418667; Tree: 0.184
Edge 333 -> No: 0.081; One: 0.323; Two:  0.407333; Tree: 0.188667
Edge 334 -> No: 0.0843333; One: 0.303333; Two:  0.416333; Tree: 0.196
Edge 335 -> No: 0.0713333; One: 0.313; Two:  0.421; Tree: 0.194667
Edge 336 -> No: 0.0873333; One: 0.302333; Two:  0.433; Tree: 0.177333
Edge 337 -> No: 0.0716667; One: 0.325667; Two:  0.418667; Tree: 0.184
Edge 338 -> No: 0.0793333; One: 0.314667; Two:  0.414667; Tree: 0.191333
Edge 339 -> No: 0.0743333; One: 0.305667; Two:  0.433; Tree: 0.187
Edge 340 -> No: 0.0726667; One: 0.337; Two:  0.404; Tree: 0.186333
Edge 341 -> No: 0.0866667; One: 0.305333; Two:  0.424; Tree: 0.184
Edge 342 -> No: 0.0843333; One: 0.316; Two:  0.414667; Tree: 0.185
Edge 343 -> No: 0.075; One: 0.313; Two:  0.426667; Tree: 0.185333
Edge 344 -> No: 0.082; One: 0.331667; Two:  0.400333; Tree: 0.186
Edge 345 -> No: 0.076; One: 0.319667; Two:  0.411; Tree: 0.193333
Edge 346 -> No: 0.0823333; One: 0.308667; Two:  0.42; Tree: 0.189
Edge 347 -> No: 0.085; One: 0.299; Two:  0.421; Tree: 0.195
Edge 348 -> No: 0.082; One: 0.323; Two:  0.409667; Tree: 0.185333
Edge 349 -> No: 0.0736667; One: 0.325667; Two:  0.422; Tree: 0.178667
Edge 350 -> No: 0.0823333; One: 0.311333; Two:  0.414; Tree: 0.192333
Edge 351 -> No: 0.074; One: 0.318; Two:  0.408667; Tree: 0.199333
Edge 352 -> No: 0.0813333; One: 0.311; Two:  0.418333; Tree: 0.189333
Edge 353 -> No: 0.081; One: 0.311667; Two:  0.43; Tree: 0.177333
